City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,awjilah,29.1081,21.2869,20.56,70,0,3.08,LY,1729043163
364,tarauaca,-8.1614,-70.7656,26.12,70,77,1.17,BR,1729043164
365,bel ombre,-4.6167,55.4167,26.91,83,20,3.6,SC,1729043165
366,progreso,21.2833,-89.6667,25.96,88,10,4.62,MX,1729043166
367,xiaoweizhai,26.1903,107.5125,20.35,75,16,1.45,CN,1729043167
368,fisterra,42.9049,-9.2629,17.43,97,100,0.98,ES,1729043168
369,sinabang,2.4803,96.3801,28.47,72,100,1.3,ID,1729043170
370,selkirk,50.1436,-96.8845,6.21,67,75,3.13,CA,1729043171
371,sao joao da barra,-21.6403,-41.0511,22.64,79,100,4.74,BR,1729043172
372,hammerfest,70.6634,23.6821,3.25,87,40,0.51,NO,1729043173
373,tabou,4.423,-7.3528,24.42,91,18,2.74,CI,1729043174
374,diu,20.7141,70.9822,27.63,79,100,1.99,IN,1729043175
375,whakatane,-37.9585,176.9854,16.95,63,40,4.47,NZ,1729043176
376,el bauga,18.262,33.9081,30.55,19,45,2.12,SD,1729043177
377,sisimiut,66.9395,-53.6735,-1.6,77,70,2.83,GL,1729043178
378,tinde,-3.8833,33.2,24.56,54,99,2.05,TZ,1729043180
379,saldanha,-33.0117,17.9442,13.03,48,0,1.41,ZA,1729043151
380,maneromango,-7.1988,38.7848,18.66,97,8,0.67,TZ,1729043184
381,santa vitoria do palmar,-33.5189,-53.3681,14.84,97,48,2.73,BR,1729042897
382,nar'yan-mar,67.6713,53.087,0.13,81,100,6.37,RU,1729043187
383,jalalaqsi,3.3766,45.5996,24.72,82,70,3.52,SO,1729043188
384,fastiv,50.0767,29.9177,5.78,95,94,2.9,UA,1729043189
385,klyuchi,52.2667,79.1667,-0.53,69,96,1.96,RU,1729043191
386,guerrero negro,27.9769,-114.0611,19.12,80,0,6.24,MX,1729043192
387,funafuti,-8.5243,179.1942,31.0,79,40,2.06,TV,1729043193
388,armacao de buzios,-22.7469,-41.8817,21.09,82,100,6.94,BR,1729043194
389,dazhong,33.1997,120.4578,21.74,76,100,5.84,CN,1729043195
390,nikol'sk,53.7189,46.0712,1.37,98,100,3.44,RU,1729043196
391,north battleford,52.7834,-108.2847,8.05,66,0,4.63,CA,1729043197
392,happy valley-goose bay,53.3168,-60.3315,2.17,93,100,5.14,CA,1729043198
393,dzilam gonzalez,21.2833,-88.9333,23.66,98,3,2.35,MX,1729043199
394,fuchucho,34.5667,133.2333,21.71,82,99,1.07,JP,1729043200
395,nadi,-17.8,177.4167,27.0,78,75,2.57,FJ,1729043202
396,saki,8.6667,3.3833,21.45,95,100,1.55,NG,1729043203
397,kalagarh project colony,29.5,78.75,19.93,75,11,1.59,IN,1729043204
398,emerald,-23.5333,148.1667,27.97,44,0,4.81,AU,1729043205
399,jumla,29.2747,82.1838,11.02,61,1,1.18,NP,1729043206
400,mejit,10.2753,170.8646,28.69,80,100,7.11,MH,1729043207
401,shingu,33.7333,135.9833,24.25,80,100,0.84,JP,1729043208
402,springbok,-29.6643,17.8865,13.31,52,2,1.38,ZA,1729043210
403,birjand,32.8663,59.2211,12.26,28,0,2.06,IR,1729043211
404,thinadhoo,0.5333,72.9333,28.3,76,52,6.56,MV,1729043212
405,jayapura,-2.5333,140.7,30.66,58,86,0.75,ID,1729043213
406,noosa heads,-26.3833,153.15,21.2,72,67,2.7,AU,1729043214
407,east london,-33.0153,27.9116,14.97,73,23,7.34,ZA,1729043215
408,carbonear,47.7332,-53.2148,15.56,96,76,6.38,CA,1729043216
409,vizinga,61.0749,50.1031,4.03,86,100,4.27,RU,1729043217
410,guarapari,-20.6667,-40.4975,21.24,85,100,1.27,BR,1729042942
411,palikir - national government center,6.9248,158.1611,30.47,74,75,5.14,FM,1729043115
412,axim,4.8699,-2.2405,24.68,88,82,1.46,GH,1729043221
413,kidal,18.4411,1.4078,30.3,16,15,3.01,ML,1729043222
414,san julian,21.0167,-102.1667,17.07,44,0,2.27,MX,1729043223
415,bathsheba,13.2167,-59.5167,28.34,78,20,3.6,BB,1729043225
416,jaggayyapeta,16.9,80.1,25.97,89,100,1.73,IN,1729043227
417,codrington,-38.2667,141.9667,23.94,57,100,4.48,AU,1729043229
418,epe,6.5841,3.9834,24.38,92,100,1.49,NG,1729043230
419,darasun,51.6667,114.0,0.24,52,9,6.15,RU,1729043231
420,colonia,50.9333,6.95,13.4,85,100,5.14,DE,1729043141
421,balabac,7.9868,117.0645,27.84,78,100,2.55,PH,1729043233
422,kaliganj,23.4095,89.1402,26.33,76,18,2.56,BD,1729043234
423,jianshui,23.6363,102.8264,19.37,90,95,1.1,CN,1729043235
424,ginir,7.1333,40.7,14.22,72,54,2.36,ET,1729043239
425,sungurlu,40.1675,34.3739,12.47,74,5,1.23,TR,1729043244
426,tolanaro,-25.0319,46.9987,20.04,94,75,6.17,MG,1729043245
427,manay,7.215,126.5397,29.38,67,11,2.45,PH,1729043248
428,saint-pierre,-21.3393,55.4781,20.82,73,0,2.06,RE,1729043037
429,papao,-17.75,-149.55,27.82,73,1,3.17,PF,1729043251
430,ialibu,-6.2821,143.9935,18.47,90,99,0.84,PG,1729043255
431,dolyns'ka,48.1104,32.7645,7.39,78,75,2.66,UA,1729043256
432,coquimbo,-29.9533,-71.3436,12.85,85,100,0.0,CL,1729042616
433,cyangugu,-2.4846,28.9075,15.59,93,68,0.55,RW,1729043261
434,knyaze-volkonskoye,48.4642,135.4567,5.19,25,1,8.09,RU,1729043262
435,nizhnyaya poyma,56.1622,97.1933,0.18,71,100,4.09,RU,1729043265
436,kasane,-17.8167,25.15,18.81,71,54,2.48,BW,1729043266
437,choibalsan,48.0667,114.5,2.06,52,32,4.65,MN,1729043268
438,dondo,-19.6094,34.7431,21.73,59,100,4.42,MZ,1729043269
439,la cruz,23.9167,-106.9,26.27,81,0,1.38,MX,1729043271
440,santa elena de uairen,4.6167,-61.1333,22.78,66,99,1.41,VE,1729043275
441,padang,-0.9492,100.3543,26.03,67,86,1.0,ID,1729043217
442,desaguadero,-16.5656,-69.0417,9.93,64,4,3.73,PE,1729043280
443,guillena,37.5426,-6.0563,21.14,97,100,1.34,ES,1729043281
444,kantang,7.4054,99.5156,27.05,89,20,1.03,TH,1729043285
445,capitao poco,-1.7464,-47.0594,22.87,85,41,1.64,BR,1729043287
446,saudarkrokur,65.7461,-19.6394,2.2,97,100,1.07,IS,1729043290
447,port saint john's,-31.6229,29.5448,15.29,76,63,4.78,ZA,1729043291
448,chiang klang,19.2938,100.8617,25.35,86,92,0.77,TH,1729043293
449,santa marta de ortigueira,43.6833,-7.85,16.73,100,100,1.43,ES,1729043294
450,alesund,62.4723,6.1549,10.42,66,100,5.14,NO,1729043296
451,luderitz,-26.6481,15.1594,12.75,96,15,1.13,NA,1729043297
452,gurun,5.8172,100.4738,21.22,92,100,1.96,MY,1729043298
453,sinop,41.7711,34.8709,10.51,92,10,3.34,TR,1729043299
454,richards bay,-28.783,32.0377,17.46,61,96,3.41,ZA,1729043300
455,zintan,31.9223,12.252,19.12,59,0,4.24,LY,1729043301
456,santiago de cuba,20.0247,-75.8219,25.06,88,40,2.57,CU,1729043302
457,madang,-5.2246,145.7966,29.51,67,100,3.11,PG,1729043303
458,crestview,30.7621,-86.5705,20.14,56,100,2.06,US,1729043304
459,washington,47.5001,-120.5015,15.22,85,100,1.98,US,1729043306
460,kuraymah,18.55,31.85,30.76,18,49,5.46,SD,1729043307
461,siracusa,37.0881,15.2792,20.97,73,94,1.11,IT,1729043308
462,am timan,11.0297,20.2827,21.65,87,100,1.94,TD,1729043309
463,tucupita,9.0622,-62.051,24.49,93,100,1.18,VE,1729043310
464,santana,-0.0583,-51.1817,29.1,79,40,4.12,BR,1729043311
465,faya-largeau,17.9257,19.1043,28.64,18,44,4.76,TD,1729043312
466,paragominas,-2.9667,-47.4833,26.18,61,81,1.43,BR,1729043313
467,as sulayyil,20.4607,45.5779,23.38,31,2,1.8,SA,1729043314
468,cockburn town,21.4612,-71.1419,29.42,70,10,7.85,TC,1729043316
469,puerto deseado,-47.7503,-65.8938,16.68,38,91,6.99,AR,1729043317
470,kolomna,55.0794,38.7783,6.55,89,100,2.53,RU,1729043318
471,banda aceh,5.5577,95.3222,28.05,69,100,1.2,ID,1729043319
472,kenai,60.5544,-151.2583,9.05,67,0,3.09,US,1729043320
473,prince rupert,54.3161,-130.3201,9.83,95,100,7.2,CA,1729043322
474,san pedro,14.35,121.0167,31.29,77,20,2.57,PH,1729043228
475,foca,38.6703,26.7566,12.91,61,6,6.83,TR,1729043324
476,la passe,45.5549,-0.8967,18.33,90,97,8.04,FR,1729043326
477,kiama,-34.6833,150.8667,19.65,45,82,3.44,AU,1729043327
478,cidreira,-30.1811,-50.2056,18.57,93,100,2.28,BR,1729043247
479,bandarbeyla,9.4942,50.8122,24.95,94,88,6.16,SO,1729043329
480,colares,38.7992,-9.4469,20.18,88,77,9.26,PT,1729043330
481,island harbour,50.724,-1.2758,16.66,75,100,4.02,GB,1729043331
482,kirensk,57.7853,108.1119,-3.1,92,100,6.28,RU,1729043332
483,nyurba,63.2842,118.3319,-6.0,79,100,2.2,RU,1729043333
484,grantsville,40.5999,-112.4644,19.24,39,1,1.4,US,1729043334
485,sayat,38.7839,63.8803,5.58,58,0,4.27,TM,1729043336
486,ciudad lazaro cardenas,17.9583,-102.2,26.73,86,19,1.4,MX,1729043209
487,buta,2.7858,24.73,20.21,100,100,0.97,CD,1729043338
488,callao,-12.0667,-77.15,18.73,77,100,5.14,PE,1729043106
489,tsengel,49.4783,100.8894,-0.17,72,1,1.58,MN,1729043340
490,stornoway,58.2093,-6.3865,12.98,86,75,5.14,GB,1729043341
491,kuala terengganu,5.3302,103.1408,26.97,89,20,2.24,MY,1729043342
492,vilyuysk,63.7553,121.6247,-2.99,90,100,3.2,RU,1729043343
493,cartagena,10.3997,-75.5144,27.79,78,20,1.03,CO,1729043344
494,razdol'noye,45.7708,33.4878,10.93,87,100,5.88,UA,1729043346
495,kapa'a,22.0752,-159.319,29.18,75,40,7.72,US,1729043347
496,kingisepp,59.3733,28.6134,4.27,88,57,1.98,RU,1729043349
497,sarupathar,26.1984,93.8094,22.71,87,33,1.39,IN,1729043352
498,kez,57.8979,53.7152,0.13,56,100,2.15,RU,1729043353
499,nakamura,32.9833,132.9333,26.27,72,100,1.76,JP,1729043354
500,ambovombe,-25.1667,46.0833,18.66,86,100,6.23,MG,1729043356
501,deir ez-zor,35.3359,40.1408,24.95,47,0,2.82,SY,1729043357
502,kadinhani,38.2397,32.2114,13.01,62,8,0.25,TR,1729043358
503,vanino,49.0869,140.2543,7.67,41,39,6.35,RU,1729043359
504,quellon,-43.1167,-73.6167,8.49,83,89,1.48,CL,1729043360
505,alotau,-10.3069,150.4462,31.61,60,93,2.99,PG,1729043361
506,puerto leguizamo,-0.1934,-74.7819,22.39,92,100,1.32,CO,1729043362
507,boende,-0.2167,20.8667,20.76,99,100,1.14,CD,1729043363
508,uliastay,47.7417,96.8444,-2.93,85,100,2.35,MN,1729043364
509,rhinelander,45.6366,-89.4121,1.09,80,0,2.57,US,1729043229
510,mahina,-17.5065,-149.489,27.87,61,20,2.57,PF,1729043367
511,mincivan,39.0294,46.7185,13.5,87,92,0.77,AZ,1729043368
512,hermiston,45.8404,-119.2895,20.81,55,81,2.24,US,1729043369
513,jabat,7.75,168.9751,28.95,75,100,6.26,MH,1729043370
514,weno,7.4515,151.8468,31.97,74,75,4.12,FM,1729043372
515,ponta delgada,37.7333,-25.6667,19.4,63,20,5.66,PT,1729043373
516,pangody,65.85,74.4859,-4.96,76,98,6.5,RU,1729043374
517,faaa,-17.55,-149.6,27.98,61,20,2.57,PF,1729043375
518,colindres,43.3864,-3.4353,19.25,77,100,1.89,ES,1729043376
519,laguna,38.421,-121.4238,26.1,53,0,2.24,US,1729043377
520,bereket,39.2446,55.5154,9.75,39,8,6.4,TM,1729043378
521,nouadhibou,20.931,-17.0347,20.39,86,20,7.83,MR,1729043379
522,geri,35.1,33.4167,20.6,88,40,0.0,CY,1729043380
523,san luis de la loma,17.2706,-100.8939,26.63,88,43,2.93,MX,1729043382
524,kamiiso,41.8167,140.65,19.21,68,40,6.17,JP,1729043383
525,luanda,-8.8368,13.2343,25.0,83,75,2.06,AO,1729042881
526,aasiaat,68.7098,-52.8699,-5.0,93,100,3.81,GL,1729043385
527,buckhannon,38.994,-80.232,4.67,90,100,1.54,US,1729043137
528,teguise,29.0605,-13.564,21.12,78,0,3.6,ES,1729043387
529,castillos,-34.1667,-53.8333,13.03,96,2,2.63,UY,1729043388
530,nadvoitsy,63.8667,34.3167,0.97,88,10,5.3,RU,1729043389
531,bikin,46.8161,134.26,6.78,29,0,2.99,RU,1729043390
532,ostersund,63.1792,14.6357,3.67,82,40,2.57,SE,1729043391
533,kismayo,-0.3582,42.5454,24.93,84,11,3.99,SO,1729043393
534,mwene-ditu,-7.0,23.45,18.13,92,53,1.58,CD,1729043394
535,mugia,43.1041,-9.2179,17.17,96,100,1.82,ES,1729043395
536,del rio,29.3627,-100.8968,29.06,19,0,3.09,US,1729043396
537,sao vicente,-23.9631,-46.3919,22.19,26,100,2.68,BR,1729043397
538,al jawf,29.5,38.75,22.42,27,0,2.52,SA,1729043398
539,sibi,29.5448,67.8764,26.78,21,70,0.46,PK,1729043399
540,maua,-23.6678,-46.4614,18.89,89,100,0.68,BR,1729043349
541,taunggyi,20.7833,97.0333,21.49,85,2,0.34,MM,1729043401
542,askoy,60.4092,5.226,7.65,81,100,3.6,NO,1729043403
543,don luan,11.5333,106.9167,28.3,83,99,1.37,VN,1729043405
544,galesong,-5.3166,119.3661,30.39,58,99,1.36,ID,1729043406
545,labrador city,52.9463,-66.9114,0.1,73,100,32.19,CA,1729043113
546,barra de santo antonio,-9.4047,-35.5072,23.86,85,94,2.71,BR,1729043408
547,smara,26.7384,-11.6719,21.18,64,100,2.86,EH,1729043409
548,harnosand,62.6323,17.9379,1.0,61,98,3.18,SE,1729043410
549,taghazout,30.5426,-9.7112,22.7,59,100,3.24,MA,1729043411
550,aden,12.7794,45.0367,30.61,75,36,1.32,YE,1729043413
551,arteche,12.2645,125.4048,30.61,66,53,2.73,PH,1729043414
552,arroyo,41.6096,-4.7969,16.23,73,20,6.17,ES,1729043415
553,sept-iles,50.2001,-66.3821,5.0,87,100,6.17,CA,1729043416
554,youghal,51.95,-7.8506,14.16,99,100,2.69,IE,1729043417
555,south hedland,-20.4089,118.5983,30.96,45,1,6.17,AU,1729043418
556,zamora,-4.0692,-78.9567,18.86,91,100,0.99,EC,1729043419
557,gasa,31.5,34.4667,23.42,74,0,2.09,PS,1729043420
558,aldinga beach,-35.2793,138.4604,27.82,50,100,1.9,AU,1729043421
559,valparaiso,-33.0393,-71.6273,11.8,93,100,1.54,CL,1729043260
560,acheng,45.5454,126.977,7.11,36,57,5.41,CN,1729043424
561,mccook,40.2019,-100.6257,8.03,34,0,3.6,US,1729043425
562,ploneour-lanvern,47.9,-4.2833,17.18,94,100,4.12,FR,1729043426
563,bella union,-30.2752,-57.6007,20.9,92,88,2.85,UY,1729043427
564,dalandzadgad,43.5708,104.425,5.66,67,2,6.42,MN,1729043429
565,ishigaki,24.3448,124.1572,30.07,79,75,5.14,JP,1729043430
566,tindouf,27.6711,-8.1474,22.25,46,0,1.54,DZ,1729043431
567,al qusiyah,27.4402,30.8184,22.0,60,0,4.17,EG,1729043432
568,senador jose porfirio,-2.5908,-51.9542,25.38,81,28,0.74,BR,1729043433
569,labuan,5.2767,115.2417,29.2,83,20,1.03,MY,1729043434
570,malango,-2.9627,119.9001,22.39,88,92,1.28,ID,1729043435
571,armyansk,46.1092,33.6921,10.85,80,100,6.23,UA,1729043437
572,wynyard,-41.0,145.7167,14.67,74,97,7.15,AU,1729043104
573,dogondoutchi,13.6393,4.0287,28.22,55,11,2.89,NE,1729043439
574,metlili chaamba,32.2667,3.6333,24.52,53,40,2.06,DZ,1729043440
575,tionk essil,12.7856,-16.5217,25.0,85,100,1.04,SN,1729043441
576,villa gesell,-37.2639,-56.973,12.76,95,17,3.72,AR,1729043262
577,ust-tsilma,65.441,52.1498,2.23,93,100,4.55,RU,1729043444
578,toyooka,35.5333,134.8333,23.03,94,75,1.03,JP,1729043445
579,tual,-5.6667,132.75,27.8,75,51,5.49,ID,1729043446
580,toledo,39.8333,-4.0,17.49,76,100,9.68,ES,1729043121
581,kavaratti,10.5669,72.642,26.71,79,100,4.18,IN,1729043449
582,morozovsk,48.3539,41.8261,7.92,96,100,3.43,RU,1729043450
583,novospasskoye,53.1468,47.7514,2.66,93,100,4.16,RU,1729043451
584,yoichi,43.2039,140.7703,14.21,56,0,3.88,JP,1729043452
585,noumea,-22.2763,166.4572,26.11,99,100,8.86,NC,1729043453
586,ulysses,37.5814,-101.3552,9.02,46,100,3.6,US,1729043454
